@relation designdecisions

@attribute class {1, 0}
@attribute DecisionText string

@data
1,'Support Microsoft Azure Data Lake as a file system in Hadoop h2 This JIRA describes a new file system implementation for accessing Microsoft Azure Data Lake Store ADL from within Hadoop This would enable existing Hadoop applications such has MR HIVE Hbase etc to use ADL store as input or output ADL is ultrahigh capacity Optimized for massive throughput with rich management and security features'
1,'Consolidate different forms of table identifiers Right now we have QualifiedTableName TableIdentifier and SeqString to represent table identifiers We should only have one form and looks TableIdentifier is the best one because it provides methods to get table name database name return unquoted string and return quoted string'
1,'Install rmarkdown R package on Jenkins machines For building SparkR vignettes on Jenkins machines we need the rmarkdown R The package is available'
1,'Publish Sparks forked sbtpomreader to Maven Central Sparks SBT build currently uses a fork of the sbtpomreader plugin but depends on that fork via a SBT subproject which is cloned This unnecessarily slows down the initial build on fresh machines and is also risky because it risks a build breakage in case that GitHub repository ever changes or is deleted In order to address these issues I propose to publish a prebuilt binary of our forked sbtpomreader plugin to Maven Central under the orgsparkproject namespace'
1,'Move since annotator to pyspark to be shared by all components Pythons since is defined under pysparksql It would be nice to move it under pyspark to be shared by all components
1,'Rewrite sls rumen to use new shell framework'
1,'Make Columnexpr public Columnexpr is privatesql but its an actually really useful field to have for debugging We should open it up similar to how we use QueryExecution'
1,'Umbrella Support Java 8 in Hadoop Java 8 is coming quickly to various clusters Making sure Hadoop seamlessly works with Java 8 is important for the Apache community This JIRA is to track the issues experiences encountered during Java 8 migration If you find a potential bug please create a separate JIRA either as a subtask or linked into this JIRA If you find a Hadoop or JVM configuration tuning you can create a JIRA as well Or you can add a comment here'
1,'DaemonFactory should be moved from HDFS to common DaemonFactory  is defined in hdfs util common would be a better place for this '
1,'Move userfacing streaming classes into sqlstreaming'
1,'Upgrade jsch lib to jsch0151 to avoid problems running on java7 We had an application sitting on top of Hadoop and got problems using jsch once we switched to java 7 Upgrading to jsch0151 from jsch0149 fixed the issue for us but then it got in conflict with hadoops jsch version So i think jsch got introduce by namenode HA HDFS1623 So you guys should check if the ssh part is properly working for java7 or preventively upgrade the jsch lib to jsch0151'
1,'R Include package vignettes and help pages build source package in Spark distribution We should include in Spark distribution the built source package for SparkR This will enable help and vignettes when the package is used Also this source package is what we would release to CRAN'
1,'Upgrade commonsconfiguration version to 21 Were currently pulling in version 16 I think we should upgrade to the latest 110'
1,'Refactor Move SQLContext HiveContext persession state to separate  This is just a clean up task Today there are all these fields in SQLContext that are not organized in any particular way However since each SQLContext is a session many of these fields are actually isolated persession To minimize the size of these context files and provide a logical grouping that makes more sense I propose that we move these fields into its own  called SessionState'
1,'Split build script for building core hdfs and mapred separately'
1,'The numFields of UnsafeRow should not be changed by pointTo Right now numFields will be passed in by pointTo then bitSetWidthInBytes is calculated making pointTo a little bit heavy It should be part of constructor of UnsafeRow'
1,'Refactor ActorReceiver to support Java Right now the Java users cannot use ActorHelper because it uses special Scala syntax This patch just refactored the codes to provide Java support'
1,'Make DataFrameHolder and DatasetHolder public These two classes should be public since they are used in public code'
1,'Move utilities for binary data into ByteArray The utilities such as Substring substringBinarySQL and BinaryPrefixComparator computePrefix for binary data are put together in ByteArray for easytoread'
